 STATE COUNTY                    COUNTY_SEA                ZIP_CODE
 MS    FORREST                   HATTIESBURG               39401
 MS    FRANKLIN                  MEADVILLE                 39653
 MS    GEORGE                    LUCEDALE                  39452
 MS    GREENE                    LEAKESVILLE               39451
 MS    GRENADA                   GRENADA                   38901
 MS    HANCOCK                   BAY SAINT LOUIS           39520
 MS    HARRISON                  GULFPORT                  39501
 MS    HINDS                     JACKSON                   39200
 MS    HINDS                     RAYMOND                   39154
 MS    HOLMES                    LEXINGTON                 39095
 MS    HUMPHREYS                 BELZONI                   39038
 MS    ISSAQUENA                 MAYERSVILLE               39113
 MS    ITAWAMBA                  FULTON                    38843
 MS    JACKSON                   PASCAGOULA                39567
 MS    JASPER                    BAY SPRINGS               39422
 MS    JASPER                    PAULDING                  39348
 MS    JEFFERSON                 FAYETTE                   39069
 MS    JEFFERSON DAVIS           PRENTISS                  39474
 MS    JONES                     ELLISVILLE                39437
 MS    JONES                     LAUREL                    39440
 MS    KEMPER                    DE KALB                   39328
 MS    LAFAYETTE                 OXFORD                    39655
 MS    LAMAR                     PURVIS                    39475
 MS    LAUDERDALE                MERIDIAN                  39301
 MS    LAWRENCE                  MONTICELLO                39654
 MS    LEAKE                     CARTHAGE                  39051
 MS    LEE                       TUPELO                    38801
 MS    LEFLORE                   GREENWOOD                 38930
 MS    LINCOLN                   BROOKHAVEN                39601
 MS    LOWNDES                   COLUMBUS                  39701
 MS    MADISON                   CANTON                    39046
 MS    MARION                    COLUMBIA                  39429
 MS    MARSHALL                  HOLLY SPRINGS             38635
 MS    MONROE                    ABERDEEN                  39730
 MS    MONTGOMERY                WINONA                    38967
 MS    NESHOBA                   PHILADELPHIA              39350
 MS    NEWTON                    DECATUR                   39327
 MS    NOXUBEE                   MACON                     39341
 MS    OKTIBBEHA                 STARKVILLE                39759
 MS    PANOLA                    BATESVILLE                38606
 MS    PANOLA                    SARDIS                    38666
 MS    PEARL RIVER               POPLARVILLE               39470
 MS    PERRY                     NEW AUGUSTA               39462
 MS    PIKE                      MAGNOLIA                  39652
 MS    PONTOTOC                  PONTOTOC                  38863
 MS    PRENTISS                  BOONEVILLE                38829
 MS    QUITMAN                   MARKS                     38646
 MS    RANKIN                    BRANDON                   39042
 MS    SCOTT                     FOREST                    39074
 MS    SHARKEY                   ROLLING FORK              39159
 MS    SIMPSON                   MENDENHALL                39114
 MS    SMITH                     RALEIGH                   39153
 MS    SUNFLOWER                 INDIANOLA                 38751
 MS    TALLAHATCHIE              CHARLESTON                38921
 MS    TALLAHATCHIE              SUMNER                    38957
 MS    TATE                      SENATOBIA                 38668
 MS    TIPPAH                    RIPLEY                    38663
 MS    TISHOMINGO                IUKA                      38852
 MS    TUNICA                    TUNICA                    38676
 MS    UNION                     NEW ALBANY                38652
 MS    WALTHALL                  TYLERTOWN                 39667
 MS    WARREN                    VICKSBURG                 39180
 MS    WASHINGTON                GREENVILLE                38701
 MS    WAYNE                     WAYNESBORO                39367
 MS    WEBSTER                   WALTHALL                  39771
 MS    WILKINSON                 WOODVILLE                 39669
 MS    WINSTON                   LOUISVILLE                39339
 MS    YALOBUSHA                 COFFEEVILLE               38922
 MS    YALOBUSHA                 WATER VALLEY              38965
 MS    YAZOO                     YAZOO CITY                39194
 MT    BEAVERHEAD                DILLON                    59725
 MT    BIG HORN                  HARDIN                    59034
 MT    BLAINE                    CHINOOK                   59523
 MT    BROADWATER                TOWNSEND                  59644
 MT    CARBON                    RED LODGE                 59068
 MT    CARTER                    EKALAKA                   59324
 MT    CASCADE                   GREAT FALLS               59401
 MT    CHOUTEAU                  FORT BENTON               59442
 MT    CUSTER                    MILES CITY                59301
 MT    DANIELS                   SCOBEY                    59263
 MT    DAWSON                    GLENDIVE                  59330
 MT    DEER LODGE                ANACONDA                  59711
 MT    FALLON                    BAKER                     59313
 MT    FERGUS                    LEWISTOWN                 59457
 MT    FLATHEAD                  KALISPELL                 59901
 MT    GALLATIN                  BOZEMAN                   59715
 MT    GARFIELD                  JORDAN                    59337
 MT    GLACIER                   CUT BANK                  59427
 MT    GOLDEN VALLEY             RYEGETE                   59074
 MT    GRANITE                   PHILIPSBURG               59858
 MT    HILL                      HAVRE                     59501
 MT    JEFFERSON                 BOULDER                   59632
 MT    JUDITH BASIN              STANFORD                  59479
 MT    LAKE                      POLSON                    59860
 MT    LEWIS AND CLARK           HELENA                    59601
 MT    LIBERTY                   CHESTER                   59522
 MT    LINCOLN                   LIBBY                     59923
 MT    MADISON                   VIRGINIA CITY             59755
 MT    MC CONE                   CIRCLE                    59215
 MT    MEAGHER                   WHITE SULPHER SPRINGS     59645
 MT    MINERAL                   SUPERIOR                  59872
 MT    MISSOULA                  MISSOULA                  59801
 MT    MUSSELSHELL               ROUNDUP                   59072
 MT    PARK                      LIVINGSTON                59047
 MT    PETROLEUM                 WINNETT                   59087
 MT    PHILLIPS                  MALTA                     59538
 MT    PONDERA                   CONRAD                    59425
 MT    POWDER RIVER              BROADUS                   59317
 MT    POWELL                    DEER LODGE                59722
 MT    PRAIRIE                   TERRY                     59349
 MT    RAVALLI                   HAMILTON                  59840
 MT    RICHLAND                  SIDNEY                    59270
 MT    ROOSEVELT                 WOLF POINT                59201
 MT    ROSEBUD                   FORSYTH                   59327
 MT    SANDERS                   THOMPSON FALLS            59873
 MT    SHERIDAN                  PLENTYWOOD                59254
 MT    SILVER BOW                BUTTE                     59701
 MT    STILLWATER                COLUMBUS                  59019
 MT    SWEET GRASS               BIG TIMBER                59011
 MT    TETON                     CHOTEAU                   59422
 MT    TOOLE                     SHELBY                    59474
 MT    TREASURE                  HYSHAM                    59038
 MT    VALLEY                    GLASGOW                   59230
 MT    WHEATLAND                 HARLOWTON                 59036
 MT    WIBAUX                    WIBAUX                    59353
 MT    YELLOWSTONE               BILLINGS                  59101
 NB    ADAMS                     HASTINGS                  68901
 NB    ANTELOPE                  NELIGH                    68756
 NB    ARTHUR                    ARTHUR                    69121
 NB    BANNER                    HARRISBURG                69345
 NB    BLAINE                    BREWSTER                  68821
 NB    BOONE                     ALBION                    68620
 NB    BOX BUTTE                 ALLIANCE                  69301
 NB    BOYD                      BUTTE                     68722
 NB    BROWN                     AINSWORTH                 69210
 NB    BUFFALO                   KEARNEY                   68847
 NB    BURT                      TEKAMAH                   68061
 NB    BUTLER                    DAVID CITY                68632
 NB    CASS                      PLATTSMOUTH               68048
 NB    CEDAR                     HARTINGTON                68739
 NB    CHASE                     IMPERIAL                  69033
 NB    CHERRY                    VALENTINE                 69201
 NB    CHEYENNE                  SIDNEY                    69162
 NB    CLAY                      CLAY CENTER               68933
 NB    COLFAX                    SCHUYLER                  68661
 NB    CUMING                    WEST POINT                68778
 NB    CUSTER                    BROKEN BOW                68822
 NB    DAKOTA                    DAKOTA CITY               68731
 NB    DAWES                     CHADRON                   69337
 NB    DAWSON                    LEXINGTON                 68850
 NB    DEUEL                     CHAPPELL                  69129
 NB    DIXON                     PONCA                     68770
 NB    DODGE                     FREMONT                   68025
 NB    DOUGLAS                   OMAHA                     68100
 NB    DUNDY                     BENKELMAN                 69021
 NB    FILLMORE                  GENEVA                    68361
 NB    FRANKLIN                  FRANKLIN                  68939
 NB    FRONTIER                  STOCKVILLE                69042
 NB    FURNAS                    BEAVER CITY               68926
 NB    GAGE                      BEATRICE                  68310
 NB    GARDEN                    OSHKOSH                   69154
 NB    GARFIELD                  BURWELL                   68823
 NB    GOSPER                    ELWOOD                    68937
 NB    GRANT                     HYANNIS                   69350
 NB    GREELEY                   GREELEY                   68842
 NB    HALL                      GRAND ISLAND              68801
 NB    HAMILTON                  AURORA                    68818
 NB    HARLAN                    ALMA                      68920
 NB    HAYES                     HAYES CENTER              69032
 NB    HITCHCOCK                 TRENTON                   69044
 NB    HOLT                      O'NEILL                   68763
 NB    HOOKER                    MULLEN                    69152
 NB    HOWARD                    SAINT PAUL                68873
 NB    JEFFERSON                 FAIRBURY                  68352
 NB    JOHNSON                   TECUMSAH                  68450
 NB    KEARNEY                   MINDEN                    68959
 NB    KEITH                     OGALLALA                  69153
 NB    KEYA PAHA                 SPRINGVIEW                68778
 NB    KIMBALL                   KIMBALL                   69145
 NB    KNOX                      CENTER                    68724
 NB    LANCASTER                 LINCOLN                   68500
 NB    LINCOLN                   NORTH PLATTE              69101
 NB    LOGAN                     STAPLETON                 69163
 NB    LOUP                      TAYLOR                    68879
 NB    MADISON                   MADISON                   68748
 NB    MC PHERSON                TRYON                     69167
 NB    MERRICK                   CENTRAL CITY              68826
 NB    MORRILL                   BRIDGEPORT                69336
 NB    NANCE                     FULLERTON                 68638
 NB    NEMAHA                    AUBURN                    68305
 NB    NUCKOLLS                  NELSON                    68961
 NB    OTOE                      NEBRASKA CITY             68410
 NB    PAWNEE                    PAWNEE CITY               68420
 NB    PERKINS                   GRANT                     69140
 NB    PHELPS                    HOLDREGE                  68949
 NB    PIERCE                    PIERCE                    68767
 NB    PLATTE                    COLUMBUS                  68601
 NB    POLK                      OSCEOLA                   68651
 NB    RED WILLOW                MC COOK                   69001
 NB    RICHARDSON                FALLS CITY                68355
 NB    ROCK                      BASSETT                   68714
 NB    SALINE                    WILBER                    68465
 NB    SARPY                     PAPILLION                 68046
 NB    SAUNDERS                  WAHOO                     68066
 NB    SCOTTS BLUFF              GERING                    69341
 NB    SEWARD                    SEWARD                    68434
 NB    SHERIDAN                  RUSHVILLE                 69360
 NB    SHERMAN                   LOUP CITY                 68853
 NB    SIOUX                     HARRISON                  69346
 NB    STANTON                   STANTON                   68779
 NB    THAYER                    HEBRON                    68370
 NB    THOMAS                    THEDFORD                  69166
 NB    THURSTON                  PENDER                    68047
 NB    VALLEY                    ORD                       68862
 NB    WASHINGTON                BLAIR                     68008
 NB    WAYNE                     WAYNE                     68787
 NB    WEBSTER                   RED CLOUD                 68970
 NB    WHEELER                   BARTLETT                  68622
 NB    YORK                      YORK                      68467
 NC    ALAMANCE                  GRAHAM                    27253
 NC    ALEXANDER                 TAYLORSVILLE              28681
 NC    ALLEGHANY                 SPARTA                    28675
 NC    ANSON                     WADESBORO                 28170
 NC    ASHE                      JEFFERSON                 28640
 NC    AVERY                     NEWLAND                   28657
 NC    BEAUFORT                  WASHINGTON                27889
 NC    BERTIE                    WINDSOR                   27983
 NC    BLADEN                    ELIZABETHTOWN             28337
 NC    BRUNSWICK                 SOUTHPORT                 28461
 NC    BUNCOMBE                  ASHEVILLE                 28800
 NC    BURKE                     MORGANTON                 28655
 NC    CABARRUS                  CONCORD                   28025
 NC    CALDWELL                  LENOIR                    28645
 NC    CAMDEN                    CAMDEN                    27291
 NC    CARTERET                  BEAUFORT                  28516
 NC    CASWELL                   YANCEYVILLE               27379
 NC    CATAWBA                   NEWTON                    28658
 NC    CHATHAM                   PITTSBORO                 27312
 NC    CHEROKEE                  MURPHY                    28906
 NC    CHOWAN                    EDENTON                   27932
 NC    CLAY                      HAYESVILLE                28904
 NC    CLEVELAND                 SHELBY                    28150
 NC    COLUMBUS                  WHITEVILLE                28472
 NC    CRAVEN                    NEW BERN                  28560
 NC    CUMBERLAND                FAYETTEVILLE              28301
 NC    CURRITUCK                 CURRITUCK                 27929
 NC    DARE                      MANTEO                    27954
 NC    DAVIDSON                  LEXINGTON                 27292
 NC    DAVIE                     MOCKSVILLE                27028
 NC    DUPLIN                    KENANSVILLE               28349
 NC    DURHAM                    DURHAM                    27700
 NC    EDGECOMBE                 TARBORO                   27886
 NC    FORSYTH                   WINSTON-SALEM             27100
 NC    FRANKLIN                  LOUISBURG                 27549
 NC    GASTON                    GASTONIA                  28052
 NC    GATES                     GATESVILLE                27938
 NC    GRAHAM                    ROBBINSVILLE              28771
 NC    GRANVILLE                 OXFORD                    27565
 NC    GREENE                    SNOW HILL                 28580
 NC    GUILFORD                  GREENSBORO                27400
 NC    HALIFAX                   HALIFAX                   27839
 NC    HARNETT                   LILLINGTON                27546
 NC    HAYWOOD                   WAYNESVILLE               28786
 NC    HENDERSON                 HENDERSONVILLE            28739
 NC    HERTFORD                  WINTON                    27986
 NC    HOKE                      RAEFORD                   28376
 NC    HYDE                      SWANQUARTER               27885
 NC    IREDELL                   STATESVILLE               28677
 NC    JACKSON                   SYLVA                     28779
 NC    JOHNSTON                  SMITHFIELD                27577
 NC    JONES                     TRENTON                   28585
 NC    LEE                       SANFORD                   27330
 NC    LENOIR                    KINSTON                   28501
 NC    LINCOLN                   LINCOLNTON                28092
 NC    MACON                     FRANKLIN                  28734
 NC    MADISON                   MARSHALL                  28753
 NC    MARTIN                    WILLIAMSTON               27892
 NC    MC DOWELL                 MARION                    28752
 NC    MECKLENBURG               CHARLOTTE                 28200
 NC    MITCHELL                  BAKERSVILLE               28705
 NC    MONTGOMERY                TROY                      27371
 NC    MOORE                     CARTHAGE                  28327
 NC    NASH                      NASHVILLE                 27856
 NC    NEW HANOVER               WILMINGTON                28401
 NC    NORTHAMPTON               JACKSON                   27845
 NC    ONSLOW                    JACKSONVILLE              28540
 NC    ORANGE                    HILLSBOROUGH              27278
 NC    PAMLICO                   BAYBORO                   28515
 NC    PASQUOTANK                ELIZABETH CITY            27909
 NC    PENDER                    BURGAW                    28425
 NC    PERQUIMANS                HERTFORD                  27944
 NC    PERSON                    ROXBORO                   27573
 NC    PITT                      GREENVILLE                27834
 NC    POLK                      COLUMBUS                  28722
 NC    RANDOLPH                  ASHEBORO                  27203
 NC    RICHMOND                  ROCKINGHAM                28379
 NC    ROBESON                   LUMBERTON                 28358
 NC    ROCKINGHAM                WENTWORTH                 27375
 NC    ROWAN                     SALISBURY                 28144
 NC    RUTHERFORD                RUTHERFORDTON             28139
 NC    SAMPSON                   CLINTON                   28328
 NC    SCOTLAND                  LAURINBURG                28352
 NC    STANLY                    ALBEMARLE                 28001
 NC    STOKES                    DANBURY                   27016
 NC    SURRY                     DOBSON                    27017
 NC    SWAIN                     BRYSON CITY               28713
 NC    TRANSYLVANIA              BREVARD                   28712
 NC    TYRRELL                   COLUMBIA                  27925
 NC    UNION                     MONROE                    28110
 NC    VANCE                     HENDERSON                 27536
 NC    WAKE                      RALEIGH                   27500
 NC    WARREN                    WARRENTON                 27589
 NC    WASHINGTON                PLYMOUTH                  27962
 NC    WATAUGA                   BOONE                     28607
 NC    WAYNE                     GOLDSBORO                 27530
 NC    WILKES                    WILKESBORO                28697
 NC    WILSON                    WILSON                    27893
 NC    YADKIN                    YADKINVILLE               27055
 NC    YANCEY                    BURNSVILLE                28714
 ND    ADAMS                     HETTINGER                 58639
 ND    BARNES                    VALLEY CITY               58072
 ND    BENSON                    MINNEWAUKAN               58351
 ND    BILLINGS                  MEDORA                    58645
 ND    BOTTINEAU                 BOTTINEAU                 58318
 ND    BOWMAN                    BOWMAN                    58623
 ND    BURKE                     BOWBELLS                  58721
 ND    BURLEIGH                  BISMARCK                  58501
 ND    CASS                      FARGO                     58102
 ND    CAVALIER                  LANGDON                   58249
 ND    DICKEY                    ELLENDALE                 58436
 ND    DIVIDE                    CROSBY                    58730
 ND    DUNN                      MANNING                   58642
 ND    EDDY                      NEW ROCKFORD              58356
 ND    EMMONS                    LINTON                    58552
 ND    FOSTER                    CARRINGTON                58421
 ND    GOLDEN VALLEY             BEACH                     58621
 ND    GRAND FORKS               GRAND FORKS               58201
 ND    GRANT                     CARSON                    58529
 ND    GRIGGS                    COOPERSTOWN               58425
 ND    HETTINGER                 MOTT                      58646
 ND    KIDDER                    STEELE                    58482
 ND    LA MOURE                  LA MOURE                  58458
 ND    LOGAN                     NAPOLEON                  58561
 ND    MC HENRY                  TOWNER                    58788
 ND    MC INTOSH                 ASHLEY                    58413
 ND    MC KENZIE                 WATFORD CITY              58854
 ND    MC LEAN                   WASHBURN                  58577
 ND    MERCER                    STANTON                   58571
 ND    MORTON                    MANDAN                    58554
 ND    MOUNTRAIL                 STANLEY                   58784
 ND    NELSON                    LAKOTA                    58344
 ND    OLIVER                    CENTER                    58530
 ND    PEMBINA                   CAVALIER                  58220
 ND    PIERCE                    RUGBY                     58368
 ND    RAMSEY                    DEVILS LAKE               58301
 ND    RANSOM                    LISBON                    58054
 ND    RENVILLE                  MOHALL                    58761
 ND    RICHLAND                  WAHPETON                  58075
 ND    ROLETTE                   ROLLA                     58367
 ND    SARGENT                   FORMAN                    58032
 ND    SHERIDAN                  MC CLUSKY                 58463
 ND    SIOUX                     FORT YATES                58538
 ND    SLOPE                     AMIDON                    58620
 ND    STARK                     DICKINSON                 58601
 ND    STEELE                    FINLEY                    58230
 ND    STUTSMAN                  JAMESTOWN                 58401
 ND    TOWNER                    CANDO                     58320
 ND    TRAILL                    HILLSBORO                 58045
 ND    WALSH                     GRAFTON                   58237
 ND    WARD                      MINOT                     58701
 ND    WELLS                     FEESENDEN                 58438
 ND    WILLIAMS                  WILLISTON                 58801
 NH    BELKNAP                   LACONIA                   03246
 NH    CARROLL                   OSSIPEE                   03864
 NH    CHESHIRE                  KEENE                     03431
 NH    COOS                      LANCASTER                 03584
 NH    GRAFTON                   WOODSVILLE                03785
 NH    HILLSBOROUGH              NASHUA                    03060
 NH    MERRIMACK                 CONCORD                   03301
 NH    ROCKINGHAM                EXETER                    03833
 NH    STRAFFORD                 DOVER                     03820
 NH    SULLIVAN                  NEWPORT                   03773
 NJ    ATLANTIC                  MAYS LANDING              08330
 NJ    BERGEN                    HACKENSACK                07601
 NJ    BURLINGTON                MOUNT HOLLY               08060
 NJ    CAMDEN                    CAMDEN                    08100
 NJ    CAPE MAY                  CAPE MAY COURT HOUSE      08210
 NJ    CUMBERLAND                BRIDGETON                 08302
 NJ    ESSEX                     NEWARK                    07100
 NJ    GLOUCESTER                WOODBURY                  08096
 NJ    HUDSON                    JERSEY CITY               07300
 NJ    HUNTERDON                 FLEMINGTON                08822
 NJ    MERCER                    TRENTON                   08600
 NJ    MIDDLESEX                 NEW BRUNSWICK             08902
 NJ    MONMOUTH                  FREEHOLD                  07728
 NJ    MORRIS                    MORRISTOWN                07960
 NJ    OCEAN                     TOMS RIVER                08753
 NJ    PASSAIC                   PATERSON                  07500
 NJ    SALEM                     SALEM                     08079
 NJ    SOMERSET                  SOMERVILLE                08876
 NJ    SUSSEX                    NEWTON                    07860
 NJ    UNION                     ELIZABETH                 07200
 NJ    WARREN                    BELVIDERE                 07823
 NM    BERNALILLO                ALBUQUERQUE               87100
 NM    CATRON                    RESERVE                   87830
 NM    CHAVES                    ROSWELL                   88201
 NM    CIBOLA                    GRANTS                    87020
 NM    COLFAX                    RATON                     87740
 NM    CURRY                     CLOVIS                    88101
 NM    DE BACA                   FORT SUMNER               88119
 NM    DONA ANA                  LAS CRUCES                88001
 NM    EDDY                      CARLSBAD                  88220
 NM    GRANT                     SILVER CITY               88061
 NM    GUADALUPE                 SANTA ROSA                88435
 NM    HARDING                   MOSQUERO                  87733
 NM    HIDALGO                   LORDSBURG                 88045
 NM    LEA                       LOVINGTON                 88260
 NM    LINCOLN                   CARRIZOZO                 88301
 NM    LOS ALAMOS                LOS ALAMOS                87544
 NM    LUNA                      DEMING                    88030
 NM    MC KINLEY                 GALLUP                    87301
 NM    MORA                      MORA                      87732
 NM    OTERO                     ALAMOGORDO                88310
 NM    QUAY                      TUCUMCARI                 88401
 NM    RIO ARRIBA                TIERRA AMARILLA           87575
 NM    ROOSEVELT                 PORTALES                  88130
 NM    SAN JUAN                  AZTEC                     87410
 NM    SAN MIGUEL                LAS VEGAS                 87701
 NM    SANDOVAL                  BERNALILLO                87004
 NM    SANTA FE                  SANTA FE                  87501
 NM    SIERRA                    TRUTH OR CONSEQUENCES     87901
 NM    SOCORRO                   SOCORRO                   87801
 NM    TAOS                      TAOS                      87571
 NM    TORRANCE                  EASTANCIA                 87016
 NM    UNION                     CLAYTON                   88415
 NM    VALENCIA                  LOS LUNAS                 87031
 NV    CARSON CITY               CARSON CITY               89701
 NV    CHURCHILL                 FALLON                    89406
 NV    CLARK                     LAS VEGAS                 89100
 NV    DOUGLAS                   MINDEN                    89423
 NV    ELKO                      ELKO                      89801
 NV    ESMERALDA                 GOLDFIELD                 89013
 NV    EUREKA                    EUREKA                    89316
 NV    HUMBOLDT                  WINNEMUCCA                89445
 NV    LANDER                    AUSTIN                    89310
 NV    LINCOLN                   PIOCHE                    89043
 NV    LYON                      YERINGTON                 89447
 NV    MINERAL                   HAWTHORNE                 89415
 NV    NYE                       TONOPAH                   89049
 NV    PERSHING                  LOVELOCK                  89419
 NV    STOREY                    VIRGINIA CITY             89440
 NV    WASHOE                    RENO                      89500
 NV    WHITE PINE                ELY                       89301
 NY    ALBANY                    ALBANY                    12200
 NY    ALLEGANY                  BELMONT                   14813
 NY    BRONX                     BRONX                     10400
 NY    BROOME                    BINGHAMPTON               13900
 NY    CATTARAUGUS               LITTLE VALLEY             14755
 NY    CAYUGA                    AUBURN                    13021
 NY    CHAUTAUQUA                MAYVILLE                  14757
 NY    CHEMUNG                   ELMIRA                    14900
 NY    CHENANGO                  NORWICH                   13815
 NY    CLINTON                   PLATTSBURGH               12901
 NY    COLUMBIA                  HUDSON                    12534
 NY    CORTLAND                  CORTLAND                  13045
 NY    DELAWARE                  DELHI                     13753
 NY    DUTCHESS                  POUGHKEEPSIE              12600
 NY    ERIE                      BUFFALO                   14200
 NY    ESSEX                     ELIZABETHTOWN             12932
 NY    FRANKLIN                  MALONE                    12953
 NY    FULTON                    JOHNSTOWN                 12095
 NY    GENESEE                   BATAVIA                   14020
 NY    GREENE                    CATSKILL                  12414
 NY    HAMILTON                  LAKE PLEASANT             12108
 NY    HERKIMER                  HERKIMER                  13350
 NY    JEFFERSON                 WATERTOWN                 13601
 NY    KINGS                     BROOKLYN                  11201
 NY    LEWIS                     LOWVILLE                  13367
 NY    LIVINGSTON                GENESEO                   14454
 NY    MADISON                   WAMPSVILLE                13163
 NY    MONROE                    ROCHESTER                 14600
 NY    MONTGOMERY                FONDA                     12068
 NY    NASSAU                    MINEOLA                   11501
 NY    NEW YORK                  NEW YORK                  10007
 NY    NIAGARA                   LOCKPORT                  14094
 NY    ONEIDA                    UTICA                     13500
 NY    ONONDAGA                  SYRACUSE                  13200
 NY    ONTARIO                   CANANDAIGUA               14424
 NY    ORANGE                    GOSHEN                    10924
 NY    ORLEANS                   ALBION                    14411
 NY    OSWEGO                    OSWEGO                    13126
 NY    OTSEGO                    COOPERSTOWN               13326
 NY    PUTNAM                    CARMEL                    10512
 NY    QUEENS                    JAMAICA                   11401
 NY    RENSSELAER                TROY                      12100
 NY    RICHMOND                  SAINT GEORGE              10314
 NY    ROCKLAND                  NEW CITY                  10956
 NY    SAINT LAWRENCE            CANTON                    13617
 NY    SARATOGA                  BALLSTON SPA              12020
 NY    SCHENECTEDY               SCHENECTEDY               12300
 NY    SCHOHARIE                 SCHOHARIE                 12157
 NY    SCHUYLER                  WATKINS GLEN              14891
 NY    SENECA                    OVID                      14521
 NY    SENECA                    WATERLOO                  13165
 NY    STATEN ISLAND             SAINT GEORGE              10314
 NY    STEUBEN                   BATH                      14810
 NY    SUFFOLK                   RIVERHEAD                 11901
 NY    SULLIVAN                  MONTICELLO                12701
 NY    TIOGA                     OWEGO                     13827
 NY    TOMPKINS                  ITHACA                    14850
 NY    ULSTER                    KINGSTON                  12401
 NY    WARREN                    QUEENSBURY                12802
 NY    WASHINGTON                HUDSON FALLS              12839
 NY    WAYNE                     LYONS                     14489
 NY    WESTCHESTER               WHITE PLAINS              10600
 NY    WYOMING                   WARSAW                    14569
 NY    YATES                     PENN YAN                  14527
 OH    ADAMS                     WEST UNION                45693
 OH    ALLEN                     LIMA                      45800
 OH    ASHLAND                   ASHLAND                   44805
 OH    ASHTABULA                 JEFFERSON                 44047
 OH    ATHENS                    ATHENS                    45701
 OH    AUGLAIZE                  WAPAKONETA                45895
 OH    BELMONT                   SAINT CLAIRSVILLE         43950
 OH    BROWN                     GEORGETOWN                45121
 OH    BUTLER                    HAMILTON                  45000
 OH    CARROLL                   CARROLLTON                44615
 OH    CHAMPAIGN                 URBANA                    43078
 OH    CLARK                     SPRINGFIELD               45500
 OH    CLERMONT                  BATAVIA                   45103
 OH    CLINTON                   WILMINGTON                45177
 OH    COLUMBIANA                LISBON                    44432
 OH    COSHOCTON                 COSHOCTON                 43812
 OH    CRAWFORD                  BUCYRUS                   44820
 OH    CUYAHOGA                  CLEVELAND                 44100
 OH    DARKE                     GREENVILLE                45331
 OH    DEFIANCE                  DEFIANCE                  43512
 OH    DELAWARE                  DELAWARE                  43015
 OH    ERIE                      SANDUSKY                  44870
 OH    FAIRFIELD                 LANCASTER                 43130
 OH    FAYETTE                   WASHINGTON COURT HOUSE    43160
 OH    FRANKLIN                  COLUMBUS                  43200
 OH    FULTON                    WAUSEON                   43567
 OH    GALLIA                    GALLIPOLIS                45631
 OH    GEAUGA                    CHARDON                   44024
 OH    GREENE                    XENIA                     45385
 OH    GUERNSEY                  CAMBRIDGE                 43725
 OH    HAMILTON                  CINCINNATI                45200
 OH    HANCOCK                   FINDLAY                   45840
 OH    HARDIN                    KENTON                    43326
 OH    HARRISON                  CADIZ                     43907
 OH    HENRY                     NAPOLEON                  43545
 OH    HIGHLAND                  HILLSBORO                 45133
 OH    HOCKING                   LOGAN                     43138
 OH    HOLMES                    MILLERSBURG               44654
 OH    HURON                     NORWALK                   44857
 OH    JACKSON                   JACKSON                   45640
 OH    JEFFERSON                 STEUBENVILLE              43952
 OH    KNOX                      MOUNT VERNON              43050
 OH    LAKE                      PAINESVILLE               44077
 OH    LAWRENCE                  IRONTON                   45638
 OH    LICKING                   NEWARK                    43055
 OH    LOGAN                     BELLEFONTAINE             43311
 OH    LORAIN                    ELYRIA                    44035
 OH    LUCAS                     TOLEDO                    43600
 OH    MADISON                   LONDON                    43140
 OH    MAHONING                  YOUNGSTOWN                44500
 OH    MARION                    MARION                    43302
 OH    MEDINA                    MEDINA                    44256
 OH    MEIGS                     POMEROY                   45769
 OH    MERCER                    CELINA                    45822
 OH    MIAMI                     TROY                      45373
 OH    MONROE                    WOODSFIELD                43793
 OH    MONTGOMERY                DAYTON                    45400
 OH    MORGAN                    MC CONNELSVILLE           43756
 OH    MORROW                    MOUNT GILEAD              43338
 OH    MUSKINGUM                 ZANESVILLE                43701
 OH    NOBLE                     CALDWELL                  43724
 OH    OTTAWA                    PORT CLINTON              43452
 OH    PAULDING                  PAULDING                  45879
 OH    PERRY                     NEW LEXINGTON             43764
 OH    PICKAWAY                  CIRCLEVILLE               43113
 OH    PIKE                      WAVERLY                   45690
 OH    PORTAGE                   RAVENNA                   44266
 OH    PREBLE                    EATON                     45320
 OH    PUTNAM                    OTTAWA                    45875
 OH    RICHLAND                  MANSFIELD                 44900
 OH    ROSS                      CHILLICOTHE               45601
 OH    SANDUSKY                  FREMONT                   43420
 OH    SCIOTO                    PORTSMOUTH                45662
 OH    SENECA                    TIFFIN                    44883
 OH    SHELBY                    SIDNEY                    45365
 OH    STARK                     CANTON                    44700
 OH    SUMMIT                    AKRON                     44300
 OH    TRUMBULL                  WARREN                    44400
 OH    TUSCARAWAS                NEW PHILADELPHIA          44663
 OH    UNION                     MARYSVILLE                43040
 OH    VAN WERT                  VAN WERT                  45891
 OH    VINTON                    MC ARTHUR                 45651
 OH    WARREN                    LEBANON                   45036
 OH    WASHINGTON                MARIETTA                  45750
 OH    WAYNE                     WOOSTER                   44691
 OH    WILLIAMS                  BRYAN                     43506
 OH    WOOD                      BOWLING GREEN             43402
 OH    WYANDOT                   UPPER SANDUSKY            43351
 OK    ADAIR                     STILWELL                  74960
 OK    ALFALFA                   CHEROKEE                  73728
 OK    ATOKA                     ATOKA                     74525
 OK    BEAVER                    BEAVER                    73932
 OK    BECKHAM                   SAYRE                     73662
 OK    BLAINE                    WATONGA                   73772
 OK    BRYAN                     DURANT                    74701
 OK    CADDO                     ANADARKO                  73005
